ip1_int,ip2_int,src_port,dst_port,protocol,forward_packets,forward_bytes,total_packets,total_bytes,backward_packets,backward_bytes,forward_packets_per_sec,backward_packets_per_sec,forward_bytes_per_sec,backward_bytes_per_sec,forward_avg_packet_length_per_flow,back_avg_packet_length_per_flow,label
2211115158,2918999067,56404,443,6,19,5788,63.0,9800.0,25,9750,38.0,50.0,11576.0,19500.0,304.632,390.0,2
2211115158,2918999067,56404,443,6,18,5519,61.0,9800.0,25,9750,36.0,50.0,11038.0,19500.0,306.611,390.0,2
2211115158,2918999067,56404,443,6,17,4115,59.0,9800.0,25,9750,34.0,50.0,8230.0,19500.0,242.059,390.0,2
2211115158,2918999067,56404,443,6,16,4010,57.0,9800.0,25,9750,32.0,50.0,8020.0,19500.0,250.625,390.0,2
2211115158,2918999067,56404,443,6,15,3741,55.0,9800.0,25,9750,30.0,50.0,7482.0,19500.0,249.4,390.0,2
2211115158,2918999067,56404,443,6,14,2491,53.0,9800.0,25,9750,28.0,50.0,4982.0,19500.0,177.929,390.0,2
2918999067,2211115158,443,56404,6,14,3445,53.0,9800.0,25,9750,28.0,50.0,6890.0,19500.0,246.071,390.0,2
2918999067,2211115158,443,56404,6,14,3445,52.0,9720.0,24,9672,28.0,48.0,6890.0,19344.0,246.071,403.0,2
2918999067,2211115158,443,56404,6,14,3445,51.0,9652.0,23,9606,28.0,46.0,6890.0,19212.0,246.071,417.652,2
2918999067,2211115158,443,56404,6,14,3445,50.0,9584.0,22,9540,28.0,44.0,6890.0,19080.0,246.071,433.636,2
2918999067,2211115158,443,56404,6,14,3445,49.0,9504.0,21,9462,28.0,42.0,6890.0,18924.0,246.071,450.571,2
2918999067,2211115158,443,56404,6,14,3445,48.0,9436.0,20,9396,28.0,40.0,6890.0,18792.0,246.071,469.8,2
2918999067,2211115158,443,56404,6,14,3445,47.0,9368.0,19,9330,28.0,38.0,6890.0,18660.0,246.071,491.053,2
2211115158,2918999067,56404,443,6,14,3445,46.0,9255.0,18,9219,28.0,36.0,6890.0,18438.0,246.071,512.167,2
2918999067,2211115158,443,56404,6,13,3379,44.0,9255.0,18,9219,26.0,36.0,6758.0,18438.0,259.923,512.167,2
2211115158,2918999067,56404,443,6,13,3379,43.0,9142.0,17,9108,26.0,34.0,6758.0,18216.0,259.923,535.765,2
2918999067,2211115158,443,56404,6,12,3313,41.0,9142.0,17,9108,24.0,34.0,6626.0,18216.0,276.083,535.765,2
2918999067,2211115158,443,56404,6,12,3313,40.0,9074.0,16,9042,24.0,32.0,6626.0,18084.0,276.083,565.125,2
2211115158,2918999067,56404,443,6,12,3313,39.0,8961.0,15,8931,24.0,30.0,6626.0,17862.0,276.083,595.4,2
2918999067,2211115158,443,56404,6,12,3313,40.0,9074.0,16,9042,24.0,32.0,6626.0,18084.0,276.083,565.125,2
2211115158,2918999067,56404,443,6,12,3313,39.0,7368.0,15,7338,24.0,30.0,6626.0,14676.0,276.083,489.2,2
2918999067,2211115158,443,56404,6,11,3247,37.0,7368.0,15,7338,22.0,30.0,6494.0,14676.0,295.182,489.2,2
2211115158,2918999067,56404,443,6,11,3247,36.0,7215.0,14,7187,22.0,28.0,6494.0,14374.0,295.182,513.357,2
2918999067,2211115158,443,56404,6,10,3181,34.0,7215.0,14,7187,20.0,28.0,6362.0,14374.0,318.1,513.357,2
2211115158,2918999067,56404,443,6,10,3181,33.0,7100.0,13,7074,20.0,26.0,6362.0,14148.0,318.1,544.154,2
2918999067,2211115158,443,56404,6,9,3115,31.0,7100.0,13,7074,18.0,26.0,6230.0,14148.0,346.111,544.154,2
2211115158,2918999067,56404,443,6,9,3115,30.0,6306.0,12,6282,18.0,24.0,6230.0,12564.0,346.111,523.5,2
2918999067,2211115158,443,56404,6,8,3049,28.0,6306.0,12,6282,16.0,24.0,6098.0,12564.0,381.125,523.5,2
2211115158,2918999067,56404,443,6,8,3049,27.0,6034.0,11,6012,16.0,22.0,6098.0,12024.0,381.125,546.545,2
2211115158,2918999067,56404,443,6,7,2983,25.0,6034.0,11,6012,14.0,22.0,5966.0,12024.0,426.143,546.545,2
2918999067,2211115158,443,56404,6,6,1657,23.0,6034.0,11,6012,12.0,22.0,3314.0,12024.0,276.167,546.545,2
2918999067,2211115158,443,56404,6,6,1657,22.0,4328.0,10,4308,12.0,20.0,3314.0,8616.0,276.167,430.8,2
2918999067,2211115158,443,56404,6,6,1657,21.0,4175.0,9,4157,12.0,18.0,3314.0,8314.0,276.167,461.889,2
2211115158,2918999067,56404,443,6,6,1657,20.0,4060.0,8,4044,12.0,16.0,3314.0,8088.0,276.167,505.5,2
2918999067,2211115158,443,56404,6,5,1591,18.0,4060.0,8,4044,10.0,16.0,3182.0,8088.0,318.2,505.5,2
2918999067,2211115158,443,56404,6,5,1591,17.0,3867.0,7,3853,10.0,14.0,3182.0,7706.0,318.2,550.429,2
2211115158,2918999067,56404,443,6,5,1591,16.0,3338.0,6,3326,10.0,12.0,3182.0,6652.0,318.2,554.333,2
2918999067,2211115158,443,56404,6,4,1525,14.0,3338.0,6,3326,8.0,12.0,3050.0,6652.0,381.25,554.333,2
2918999067,2211115158,443,56404,6,4,1525,13.0,1632.0,5,1622,8.0,10.0,3050.0,3244.0,381.25,324.4,2
2918999067,2211115158,443,56404,6,4,1525,12.0,1479.0,4,1471,8.0,8.0,3050.0,2942.0,381.25,367.75,2
2211115158,2918999067,56404,443,6,4,1525,11.0,1364.0,3,1358,8.0,6.0,3050.0,2716.0,381.25,452.667,2
2918999067,2211115158,443,56404,6,3,1459,9.0,1364.0,3,1358,6.0,6.0,2918.0,2716.0,486.333,452.667,2
2918999067,2211115158,443,56404,6,3,1459,8.0,1251.0,2,1247,6.0,4.0,2918.0,2494.0,486.333,623.5,2
2211115158,2918999067,56404,443,6,3,1459,7.0,113.0,1,111,6.0,2.0,2918.0,222.0,486.333,111.0,2
2211115158,2918999067,56404,443,6,2,1393,5.0,113.0,1,111,4.0,2.0,2786.0,222.0,696.5,111.0,2
2918999067,2211115158,443,56404,6,1,66,3.0,113.0,1,111,2.0,2.0,132.0,222.0,66.0,111.0,2
2211115158,2918999067,56404,443,6,1,66,2.0,0.0,0,0,2.0,0.0,132.0,0.0,66.0,0.0,2
2211115158,3516189987,50735,443,6,6,996,17.0,502.0,5,492,12.0,10.0,1992.0,984.0,166.0,98.4,2
2211115158,3516189987,50736,443,6,5,930,15.0,502.0,5,492,10.0,10.0,1860.0,984.0,186.0,98.4,2
3516189987,2211115158,443,50735,6,4,856,13.0,502.0,5,492,8.0,10.0,1712.0,984.0,214.0,98.4,2
3516189987,2211115158,443,50736,6,4,856,12.0,434.0,4,426,8.0,8.0,1712.0,852.0,214.0,106.5,2
2211115158,3516189987,50736,443,6,4,856,11.0,358.0,3,352,8.0,6.0,1712.0,704.0,214.0,117.333,2
2211115158,3516189987,50736,443,6,3,790,9.0,358.0,3,352,6.0,6.0,1580.0,704.0,263.333,117.333,2
3516189987,2211115158,443,50736,6,2,207,7.0,358.0,3,352,4.0,6.0,414.0,704.0,103.5,117.333,2
3516189987,2211115158,443,50736,6,2,207,6.0,290.0,2,286,4.0,4.0,414.0,572.0,103.5,143.0,2
2211115158,3516189987,50736,443,6,2,207,5.0,68.0,1,66,4.0,2.0,414.0,132.0,103.5,66.0,2
2211115158,3516189987,50736,443,6,1,141,3.0,68.0,1,66,2.0,2.0,282.0,132.0,141.0,66.0,2
3516189987,2211115158,443,50736,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,3516189987,50736,443,6,4,293,11.0,257.0,3,251,8.0,6.0,586.0,502.0,73.25,83.667,2
2211115158,3516189987,50736,443,6,3,174,9.0,257.0,3,251,6.0,6.0,348.0,502.0,58.0,83.667,2
3516189987,2211115158,443,50736,6,2,108,7.0,257.0,3,251,4.0,6.0,216.0,502.0,54.0,83.667,2
3516189987,2211115158,443,50736,6,2,108,6.0,189.0,2,185,4.0,4.0,216.0,370.0,54.0,92.5,2
2211115158,3516189987,50736,443,6,2,108,5.0,68.0,1,66,4.0,2.0,216.0,132.0,54.0,66.0,2
3516189987,2211115158,443,50736,6,1,54,3.0,68.0,1,66,2.0,2.0,108.0,132.0,54.0,66.0,2
2211115158,3516189987,50736,443,6,1,54,2.0,0.0,0,0,2.0,0.0,108.0,0.0,54.0,0.0,2
2211115158,3516189987,50735,443,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
3516189987,2211115158,443,50735,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,3516189987,50735,443,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
3516189987,2211115158,443,50735,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,3516189987,50735,443,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
3516189987,2211115158,443,50735,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,3516189987,50735,443,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
3516189987,2211115158,443,50735,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,3516189987,50735,443,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
3516189987,2211115158,443,50735,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,3516189987,50735,443,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
3516189987,2211115158,443,50735,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,3516189987,50735,443,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
3516189987,2211115158,443,50735,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,3516189987,50735,443,6,4,293,10.0,189.0,2,185,8.0,4.0,586.0,370.0,73.25,92.5,2
2211115158,3516189987,50735,443,6,3,174,8.0,189.0,2,185,6.0,4.0,348.0,370.0,58.0,92.5,2
3516189987,2211115158,443,50735,6,2,108,6.0,189.0,2,185,4.0,4.0,216.0,370.0,54.0,92.5,2
2211115158,3516189987,50735,443,6,2,108,5.0,68.0,1,66,4.0,2.0,216.0,132.0,54.0,66.0,2
3516189987,2211115158,443,50735,6,1,54,3.0,68.0,1,66,2.0,2.0,108.0,132.0,54.0,66.0,2
2211115158,3516189987,50735,443,6,1,54,2.0,0.0,0,0,2.0,0.0,108.0,0.0,54.0,0.0,2
2211115158,412912707,40021,443,6,2,201,5.0,137.0,1,135,4.0,2.0,402.0,270.0,100.5,135.0,2
412912707,2211115158,443,40021,6,1,66,3.0,137.0,1,135,2.0,2.0,132.0,270.0,66.0,135.0,2
2211115158,412912707,40021,443,6,1,66,2.0,0.0,0,0,2.0,0.0,132.0,0.0,66.0,0.0,2
2211115158,412912707,40021,443,6,2,201,5.0,137.0,1,135,4.0,2.0,402.0,270.0,100.5,135.0,2
412912707,2211115158,443,40021,6,1,66,3.0,137.0,1,135,2.0,2.0,132.0,270.0,66.0,135.0,2
2211115158,412912707,40021,443,6,1,66,2.0,0.0,0,0,2.0,0.0,132.0,0.0,66.0,0.0,2
2211115158,412912707,40021,443,6,2,201,5.0,137.0,1,135,4.0,2.0,402.0,270.0,100.5,135.0,2
412912707,2211115158,443,40021,6,1,66,3.0,137.0,1,135,2.0,2.0,132.0,270.0,66.0,135.0,2
2211115158,412912707,40021,443,6,1,66,2.0,0.0,0,0,2.0,0.0,132.0,0.0,66.0,0.0,2
2211115158,412912707,40021,443,6,5,428,14.0,313.0,4,305,10.0,8.0,856.0,610.0,85.6,76.25,2
2211115158,412912707,40021,443,6,4,293,12.0,313.0,4,305,8.0,8.0,586.0,610.0,73.25,76.25,2
2211115158,412912707,40021,443,6,3,174,10.0,313.0,4,305,6.0,8.0,348.0,610.0,58.0,76.25,2
412912707,2211115158,443,40021,6,2,108,8.0,313.0,4,305,4.0,8.0,216.0,610.0,54.0,76.25,2
2211115158,412912707,40021,443,6,2,108,7.0,192.0,3,186,4.0,6.0,216.0,372.0,54.0,62.0,2
412912707,2211115158,443,40021,6,1,54,5.0,192.0,3,186,2.0,6.0,108.0,372.0,54.0,62.0,2
2211115158,412912707,40021,443,6,1,54,4.0,124.0,2,120,2.0,4.0,108.0,240.0,54.0,60.0,2
412912707,2211115158,443,40021,6,0,0,2.0,124.0,2,120,0.0,4.0,0.0,240.0,0.0,60.0,2
412912707,2211115158,443,40021,6,0,0,1.0,62.0,1,60,0.0,2.0,0.0,120.0,0.0,60.0,2
2211115158,1089055676,37692,5228,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
1089055676,2211115158,5228,37692,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,1089055676,37692,5228,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
1089055676,2211115158,5228,37692,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,1089055676,37692,5228,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
1089055676,2211115158,5228,37692,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,1089055676,37692,5228,6,2,165,5.0,101.0,1,99,4.0,2.0,330.0,198.0,82.5,99.0,2
1089055676,2211115158,5228,37692,6,1,66,3.0,101.0,1,99,2.0,2.0,132.0,198.0,66.0,99.0,2
2211115158,1089055676,37692,5228,6,1,66,2.0,0.0,0,0,2.0,0.0,132.0,0.0,66.0,0.0,2
2211115158,1089055676,37692,5228,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
1089055676,2211115158,5228,37692,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,1089055676,37692,5228,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
1089055676,2211115158,5228,37692,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,1089055676,37692,5228,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
1089055676,2211115158,5228,37692,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,1089055676,37692,5228,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
1089055676,2211115158,5228,37692,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,1089055676,37692,5228,6,1,66,3.0,68.0,1,66,2.0,2.0,132.0,132.0,66.0,66.0,2
1089055676,2211115158,5228,37692,6,0,0,1.0,68.0,1,66,0.0,2.0,0.0,132.0,0.0,66.0,2
2211115158,2918993744,52088,3478,6,100,9472,262.0,6672.0,62,6548,200.0,124.0,18944.0,13096.0,94.72,105.613,2
2211115158,2918993744,43138,443,6,99,9398,260.0,6672.0,62,6548,198.0,124.0,18796.0,13096.0,94.929,105.613,2
2211115158,2918993744,55732,3478,6,98,9324,258.0,6672.0,62,6548,196.0,124.0,18648.0,13096.0,95.143,105.613,2
2211115158,2918993744,33239,443,6,97,9250,256.0,6672.0,62,6548,194.0,124.0,18500.0,13096.0,95.361,105.613,2
2211115158,2918993744,39288,3478,6,96,9176,254.0,6672.0,62,6548,192.0,124.0,18352.0,13096.0,95.583,105.613,2
2211115158,2918993744,50318,443,6,95,9102,252.0,6672.0,62,6548,190.0,124.0,18204.0,13096.0,95.811,105.613,2
2211115158,2918993744,58462,3478,6,94,9028,250.0,6672.0,62,6548,188.0,124.0,18056.0,13096.0,96.043,105.613,2
2211115158,2918993744,34255,443,6,93,8954,248.0,6672.0,62,6548,186.0,124.0,17908.0,13096.0,96.28,105.613,2
2211115158,2918993744,38083,3478,6,93,8946,250.0,6912.0,64,6784,186.0,128.0,17892.0,13568.0,96.194,106.0,2
2211115158,2918993744,47473,443,6,92,8872,248.0,6912.0,64,6784,184.0,128.0,17744.0,13568.0,96.435,106.0,2
2211115158,2918993744,48254,3478,6,91,8798,246.0,6912.0,64,6784,182.0,128.0,17596.0,13568.0,96.681,106.0,2
2211115158,2918993744,53295,443,6,90,8724,244.0,6912.0,64,6784,180.0,128.0,17448.0,13568.0,96.933,106.0,2
2211115158,2918993744,57962,3478,6,90,8868,244.0,6912.0,64,6784,180.0,128.0,17736.0,13568.0,98.533,106.0,2
2211115158,2918993744,43784,443,6,89,8794,242.0,6912.0,64,6784,178.0,128.0,17588.0,13568.0,98.809,106.0,2
2211115158,2918993744,52237,3478,6,88,8720,240.0,6912.0,64,6784,176.0,128.0,17440.0,13568.0,99.091,106.0,2
2211115158,2918993744,50328,443,6,87,8646,238.0,6912.0,64,6784,174.0,128.0,17292.0,13568.0,99.379,106.0,2
2211115158,2918993744,57434,3478,6,86,8572,236.0,6912.0,64,6784,172.0,128.0,17144.0,13568.0,99.674,106.0,2
2211115158,2918993744,40019,443,6,85,8498,234.0,6912.0,64,6784,170.0,128.0,16996.0,13568.0,99.976,106.0,2
2211115158,2918993744,50912,3478,6,84,8424,232.0,6912.0,64,6784,168.0,128.0,16848.0,13568.0,100.286,106.0,2
2211115158,2918993744,42029,443,6,83,8350,230.0,6912.0,64,6784,166.0,128.0,16700.0,13568.0,100.602,106.0,2
2211115158,2918993744,38715,3478,6,82,8276,228.0,6912.0,64,6784,164.0,128.0,16552.0,13568.0,100.927,106.0,2
2211115158,2918993744,50285,443,6,81,8202,226.0,6912.0,64,6784,162.0,128.0,16404.0,13568.0,101.259,106.0,2
2211115158,2918993744,46903,3478,6,80,8128,224.0,6912.0,64,6784,160.0,128.0,16256.0,13568.0,101.6,106.0,2
2211115158,2918993744,37167,443,6,79,8054,222.0,6912.0,64,6784,158.0,128.0,16108.0,13568.0,101.949,106.0,2
2918993744,2211115158,3478,52088,6,87,9010,243.0,7536.0,69,7398,174.0,138.0,18020.0,14796.0,103.563,107.217,2
2211115158,2918993744,52088,3478,6,87,9010,242.0,7460.0,68,7324,174.0,136.0,18020.0,14648.0,103.563,107.706,2
2211115158,2918993744,52088,3478,6,86,8944,240.0,7460.0,68,7324,172.0,136.0,17888.0,14648.0,104.0,107.706,2
2918993744,2211115158,443,43138,6,85,8834,238.0,7460.0,68,7324,170.0,136.0,17668.0,14648.0,103.929,107.706,2
2211115158,2918993744,43138,443,6,85,8834,237.0,7384.0,67,7250,170.0,134.0,17668.0,14500.0,103.929,108.209,2
2918993744,2211115158,3478,55732,6,84,8768,235.0,7384.0,67,7250,168.0,134.0,17536.0,14500.0,104.381,108.209,2
2211115158,2918993744,55732,3478,6,84,8768,234.0,7308.0,66,7176,168.0,132.0,17536.0,14352.0,104.381,108.727,2
2918993744,2211115158,443,33239,6,83,8702,232.0,7308.0,66,7176,166.0,132.0,17404.0,14352.0,104.843,108.727,2
2211115158,2918993744,33239,443,6,83,8702,231.0,7232.0,65,7102,166.0,130.0,17404.0,14204.0,104.843,109.262,2
2918993744,2211115158,3478,39288,6,82,8636,229.0,7232.0,65,7102,164.0,130.0,17272.0,14204.0,105.317,109.262,2
2211115158,2918993744,39288,3478,6,82,8636,228.0,7156.0,64,7028,164.0,128.0,17272.0,14056.0,105.317,109.812,2
2918993744,2211115158,443,50318,6,81,8570,226.0,7156.0,64,7028,162.0,128.0,17140.0,14056.0,105.802,109.812,2
2211115158,2918993744,50318,443,6,81,8570,225.0,7080.0,63,6954,162.0,126.0,17140.0,13908.0,105.802,110.381,2
2211115158,2918993744,43138,443,6,80,8504,223.0,7080.0,63,6954,160.0,126.0,17008.0,13908.0,106.3,110.381,2
2918993744,2211115158,443,34255,6,79,8394,221.0,7080.0,63,6954,158.0,126.0,16788.0,13908.0,106.253,110.381,2
2211115158,2918993744,34255,443,6,79,8394,220.0,7004.0,62,6880,158.0,124.0,16788.0,13760.0,106.253,110.968,2
2918993744,2211115158,3478,38083,6,78,8328,218.0,7004.0,62,6880,156.0,124.0,16656.0,13760.0,106.769,110.968,2
2211115158,2918993744,38083,3478,6,78,8328,218.0,7072.0,62,6948,156.0,124.0,16656.0,13896.0,106.769,112.065,2
2211115158,2918993744,55732,3478,6,77,8262,216.0,7072.0,62,6948,154.0,124.0,16524.0,13896.0,107.299,112.065,2
2918993744,2211115158,443,47473,6,76,8152,214.0,7072.0,62,6948,152.0,124.0,16304.0,13896.0,107.263,112.065,2
2211115158,2918993744,47473,443,6,76,8152,213.0,6996.0,61,6874,152.0,122.0,16304.0,13748.0,107.263,112.689,2
2918993744,2211115158,3478,48254,6,75,8086,211.0,6996.0,61,6874,150.0,122.0,16172.0,13748.0,107.813,112.689,2
2211115158,2918993744,48254,3478,6,75,8086,210.0,6920.0,60,6800,150.0,120.0,16172.0,13600.0,107.813,113.333,2
2918993744,2211115158,3478,58462,6,74,8020,208.0,6920.0,60,6800,148.0,120.0,16040.0,13600.0,108.378,113.333,2
2211115158,2918993744,58462,3478,6,74,8020,207.0,6844.0,59,6726,148.0,118.0,16040.0,13452.0,108.378,114.0,2
2918993744,2211115158,443,53295,6,73,7954,205.0,6844.0,59,6726,146.0,118.0,15908.0,13452.0,108.959,114.0,2
2211115158,2918993744,53295,443,6,73,7954,204.0,6768.0,58,6652,146.0,116.0,15908.0,13304.0,108.959,114.69,2
2918993744,2211115158,3478,57962,6,72,7888,202.0,6768.0,58,6652,144.0,116.0,15776.0,13304.0,109.556,114.69,2
2211115158,2918993744,57962,3478,6,72,7888,201.0,6692.0,57,6578,144.0,114.0,15776.0,13156.0,109.556,115.404,2
2918993744,2211115158,443,43784,6,71,7822,199.0,6692.0,57,6578,142.0,114.0,15644.0,13156.0,110.169,115.404,2
2211115158,2918993744,43784,443,6,71,7822,198.0,6616.0,56,6504,142.0,112.0,15644.0,13008.0,110.169,116.143,2
2918993744,2211115158,3478,52237,6,70,7756,196.0,6616.0,56,6504,140.0,112.0,15512.0,13008.0,110.8,116.143,2
2211115158,2918993744,52237,3478,6,70,7756,195.0,6540.0,55,6430,140.0,110.0,15512.0,12860.0,110.8,116.909,2
2918993744,2211115158,443,50328,6,69,7690,193.0,6540.0,55,6430,138.0,110.0,15380.0,12860.0,111.449,116.909,2
2211115158,2918993744,50328,443,6,69,7690,192.0,6464.0,54,6356,138.0,108.0,15380.0,12712.0,111.449,117.704,2
2918993744,2211115158,3478,57434,6,68,7624,190.0,6464.0,54,6356,136.0,108.0,15248.0,12712.0,112.118,117.704,2
2211115158,2918993744,57434,3478,6,68,7624,189.0,6388.0,53,6282,136.0,106.0,15248.0,12564.0,112.118,118.528,2
2918993744,2211115158,443,40019,6,67,7558,187.0,6388.0,53,6282,134.0,106.0,15116.0,12564.0,112.806,118.528,2
2211115158,2918993744,40019,443,6,67,7558,186.0,6312.0,52,6208,134.0,104.0,15116.0,12416.0,112.806,119.385,2
2918993744,2211115158,3478,50912,6,66,7492,184.0,6312.0,52,6208,132.0,104.0,14984.0,12416.0,113.515,119.385,2
2211115158,2918993744,50912,3478,6,66,7492,183.0,6236.0,51,6134,132.0,102.0,14984.0,12268.0,113.515,120.275,2
2918993744,2211115158,443,42029,6,65,7426,181.0,6236.0,51,6134,130.0,102.0,14852.0,12268.0,114.246,120.275,2
2211115158,2918993744,42029,443,6,65,7426,180.0,6160.0,50,6060,130.0,100.0,14852.0,12120.0,114.246,121.2,2
2918993744,2211115158,3478,38715,6,64,7360,178.0,6160.0,50,6060,128.0,100.0,14720.0,12120.0,115.0,121.2,2
2211115158,2918993744,38715,3478,6,64,7360,177.0,6084.0,49,5986,128.0,98.0,14720.0,11972.0,115.0,122.163,2
2918993744,2211115158,443,50285,6,63,7294,175.0,6084.0,49,5986,126.0,98.0,14588.0,11972.0,115.778,122.163,2
2211115158,2918993744,50285,443,6,63,7294,174.0,6008.0,48,5912,126.0,96.0,14588.0,11824.0,115.778,123.167,2
2918993744,2211115158,3478,46903,6,62,7228,172.0,6008.0,48,5912,124.0,96.0,14456.0,11824.0,116.581,123.167,2
2211115158,2918993744,46903,3478,6,62,7228,171.0,5932.0,47,5838,124.0,94.0,14456.0,11676.0,116.581,124.213,2
2918993744,2211115158,443,37167,6,61,7162,169.0,5932.0,47,5838,122.0,94.0,14324.0,11676.0,117.41,124.213,2
2211115158,2918993744,37167,443,6,61,7162,168.0,5856.0,46,5764,122.0,92.0,14324.0,11528.0,117.41,125.304,2
2211115158,2918993744,33239,443,6,62,7272,170.0,5856.0,46,5764,124.0,92.0,14544.0,11528.0,117.29,125.304,2
2918993744,2211115158,3478,52088,6,71,8322,196.0,6864.0,54,6756,142.0,108.0,16644.0,13512.0,117.211,125.111,2
2918993744,2211115158,3478,52088,6,71,8322,195.0,6796.0,53,6690,142.0,106.0,16644.0,13380.0,117.211,126.226,2
2211115158,2918993744,52088,3478,6,71,8322,194.0,6624.0,52,6520,142.0,104.0,16644.0,13040.0,117.211,125.385,2
2211115158,2918993744,52088,3478,6,70,8256,192.0,6624.0,52,6520,140.0,104.0,16512.0,13040.0,117.943,125.385,2
2918993744,2211115158,443,43138,6,69,8038,190.0,6624.0,52,6520,138.0,104.0,16076.0,13040.0,116.493,125.385,2
2918993744,2211115158,443,43138,6,69,8038,189.0,6556.0,51,6454,138.0,102.0,16076.0,12908.0,116.493,126.549,2
2211115158,2918993744,43138,443,6,69,8038,188.0,6384.0,50,6284,138.0,100.0,16076.0,12568.0,116.493,125.68,2
2211115158,2918993744,43138,443,6,68,7972,186.0,6384.0,50,6284,136.0,100.0,15944.0,12568.0,117.235,125.68,2
2918993744,2211115158,3478,55732,6,67,7754,184.0,6384.0,50,6284,134.0,100.0,15508.0,12568.0,115.731,125.68,2
2918993744,2211115158,3478,55732,6,67,7754,183.0,6316.0,49,6218,134.0,98.0,15508.0,12436.0,115.731,126.898,2
2211115158,2918993744,55732,3478,6,67,7754,182.0,6144.0,48,6048,134.0,96.0,15508.0,12096.0,115.731,126.0,2
2211115158,2918993744,55732,3478,6,66,7688,180.0,6144.0,48,6048,132.0,96.0,15376.0,12096.0,116.485,126.0,2
2211115158,2918993744,39288,3478,6,65,7470,178.0,6144.0,48,6048,130.0,96.0,14940.0,12096.0,114.923,126.0,2
2918993744,2211115158,443,33239,6,67,7754,184.0,6384.0,50,6284,134.0,100.0,15508.0,12568.0,115.731,125.68,2
2918993744,2211115158,443,33239,6,67,7754,183.0,6316.0,49,6218,134.0,98.0,15508.0,12436.0,115.731,126.898,2
2211115158,2918993744,33239,443,6,67,7754,182.0,6144.0,48,6048,134.0,96.0,15508.0,12096.0,115.731,126.0,2
2211115158,2918993744,33239,443,6,66,7688,180.0,6144.0,48,6048,132.0,96.0,15376.0,12096.0,116.485,126.0,2
2211115158,2918993744,50318,443,6,65,7470,179.0,6288.0,49,6190,130.0,98.0,14940.0,12380.0,114.923,126.327,2
2211115158,2918993744,58462,3478,6,65,7470,180.0,6432.0,50,6332,130.0,100.0,14940.0,12664.0,114.923,126.64,2
2211115158,2918993744,34255,443,6,67,7602,187.0,6816.0,53,6710,134.0,106.0,15204.0,13420.0,113.463,126.604,2
2918993744,2211115158,3478,52088,6,68,7776,189.0,6816.0,53,6710,136.0,106.0,15552.0,13420.0,114.353,126.604,2
2918993744,2211115158,443,43138,6,68,7776,188.0,6672.0,52,6568,136.0,104.0,15552.0,13136.0,114.353,126.308,2
2918993744,2211115158,3478,55732,6,68,7776,187.0,6528.0,51,6426,136.0,102.0,15552.0,12852.0,114.353,126.0,2
